"SAMPN","PERNO","DAYNO","TPURP","ACTDUR"
4574313,1,1,2,710
4574317,1,1,2,270
4574317,1,1,3,610
4574317,1,1,2,509
4574317,2,1,2,360
4574317,2,1,11,66
4574317,2,1,2,30
4574317,2,1,13,45
4574317,2,1,2,5
4574317,2,1,11,90
4574317,2,1,2,739
4574514,1,1,2,225
4574514,1,1,17,30
4574514,1,1,19,85
4574514,1,1,2,105
4574514,1,1,13,60
4574514,1,1,13,45
4574514,1,1,2,195
4574514,1,1,13,45
4574514,1,1,2,464
4574514,1,2,2,180
4574514,1,2,17,45
4574514,1,2,19,95
4574514,1,2,2,390
4574514,1,2,13,10
4574514,1,2,19,97
4574514,1,2,2,479
4574543,1,1,1,1439
4574543,1,2,2,473
4574543,1,2,17,8
4574543,1,2,16,2
4574543,1,2,2,920
4574543,2,1,2,245
4574543,2,1,8,8
4574543,2,1,3,505
4574543,2,1,9,3
4574543,2,1,2,632
4574543,2,2,2,244
4574543,2,2,8,6
4574543,2,2,3,442
4574543,2,2,9,8
4574543,2,2,2,701
4574543,3,1,2,309
4574543,3,1,5,193
4574543,3,1,17,22
4574543,3,1,21,224
4574543,3,1,2,628
4574543,3,2,2,310
4574543,3,2,5,421
4574543,3,2,2,674
4574543,4,1,2,245
4574543,4,1,6,519
4574543,4,1,2,632
4574543,4,2,2,244
4574543,4,2,5,461
4574543,4,2,2,701
4574688,1,1,2,420
4574688,1,1,13,70
4574688,1,1,2,939
4574720,1,1,2,320
4574720,1,1,8,10
4574720,1,1,2,62
4574720,1,1,15,4
4574720,1,1,13,15
4574720,1,1,13,3
4574720,1,1,2,294
4574720,1,1,9,8
4574720,1,1,2,68
4574720,1,1,21,42
4574720,1,1,13,37
4574720,1,1,17,5
4574720,1,1,2,474
4574720,2,1,2,230
4574720,2,1,3,705
4574720,2,1,2,444
4574720,3,1,2,320
4574720,3,1,5,421
4574720,3,1,2,68
4574720,3,1,21,42
4574720,3,1,13,37
4574720,3,1,17,5
4574720,3,1,2,474
4574720,4,1,2,320
4574720,4,1,8,10
4574720,4,1,2,62
4574720,4,1,15,4
4574720,4,1,13,15
4574720,4,1,13,300
4574720,4,1,9,8
4574720,4,1,2,687
4574826,1,1,2,330
4574826,1,1,13,45
4574826,1,1,15,20
4574826,1,1,13,38
4574826,1,1,2,949
4574826,2,1,2,330
4574826,2,1,13,45
4574826,2,1,15,20
4574826,2,1,13,38
4574826,2,1,2,949
4574826,3,1,2,205
4574826,3,1,5,480
4574826,3,1,2,10
4574826,3,1,3,315
4574826,3,1,2,349
4574836,1,1,2,390
4574836,1,1,15,10
4574836,1,1,2,60
4574836,1,1,20,45
4574836,1,1,2,100
4574836,1,1,16,10
4574836,1,1,2,769
4574848,1,1,2,1439
4574889,1,1,2,1439
4574889,1,2,2,360
4574889,1,2,9,15
4574889,1,2,13,10
4574889,1,2,13,45
4574889,1,2,8,20
4574889,1,2,2,5
4574889,1,2,12,15
4574889,1,2,2,799
4575112,1,1,2,405
4575112,1,1,12,2
4575112,1,1,3,394
4575112,1,1,11,42
4575112,1,1,14,32
4575112,1,1,13,33
4575112,1,1,2,440
4575112,2,1,2,300
4575112,2,1,8,20
4575112,2,1,2,344
4575112,2,1,9,16
4575112,2,1,20,85
4575112,2,1,17,45
4575112,2,1,2,584
4575112,3,1,2,300
4575112,3,1,5,388
4575112,3,1,20,85
4575112,3,1,17,45
4575112,3,1,2,584
4575195,1,1,2,1185
4575195,1,1,3,244
4575195,2,1,2,270
4575195,2,1,5,270
4575195,2,1,2,839
4575195,3,1,2,290
4575195,3,1,5,390
4575195,3,1,2,719
4575195,4,1,2,290
4575195,4,1,5,390
4575195,4,1,2,719
4575195,5,1,2,290
4575195,5,1,5,390
4575195,5,1,2,719
4575320,1,1,2,170
4575320,1,1,3,500
4575320,1,1,2,689
4575320,2,1,2,285
4575320,2,1,5,400
4575320,2,1,2,739
4575320,3,1,2,1439
4575506,1,1,2,300
4575506,1,1,3,315
4575506,1,1,2,75
4575506,1,1,11,125
4575506,1,1,20,165
4575506,1,1,2,269
4575506,2,1,2,225
4575506,2,1,3,495
4575506,2,1,2,130
4575506,2,1,20,130
4575506,2,1,2,294
4575506,3,1,2,780
4575506,3,1,3,585
4575506,3,1,2,44
4575516,1,1,2,270
4575516,1,1,8,1
4575516,1,1,2,15
4575516,1,1,8,1
4575516,1,1,2,35
4575516,1,1,3,540
4575516,1,1,2,494
4575516,2,1,2,210
4575516,2,1,3,735
4575516,2,1,2,459
4575516,3,1,2,750
4575516,3,1,3,375
4575516,3,1,2,239
4575516,4,1,2,270
4575516,4,1,5,465
4575516,4,1,2,669
4575516,5,1,2,315
4575516,5,1,5,365
4575516,5,1,2,719
4575516,6,1,2,315
4575516,6,1,5,365
4575516,6,1,2,719
4575516,7,1,2,315
4575516,7,1,8,1
4575516,7,1,2,35
4575516,7,1,6,540
4575516,7,1,2,494
4575518,1,1,2,110
4575518,1,1,3,620
4575518,1,1,2,629
4575518,2,1,2,180
4575518,2,1,20,123
4575518,2,1,2,1124
4575630,1,1,2,285
4575630,1,1,8,1
4575630,1,1,2,35
4575630,1,1,8,1
4575630,1,1,2,1101
4575630,2,1,2,630
4575630,2,1,3,570
4575630,2,1,2,179
4575630,3,1,2,285
4575630,3,1,5,430
4575630,3,1,2,699
4575630,4,1,2,330
4575630,4,1,5,402
4575630,4,1,2,694
4575630,5,1,2,270
4575630,5,1,5,425
4575630,5,1,2,729
4575630,6,1,2,270
4575630,6,1,5,425
4575630,6,1,2,729
4575751,1,1,2,370
4575751,1,1,19,78
4575751,1,1,2,82
4575751,1,1,19,55
4575751,1,1,21,254
4575751,1,1,2,534
4575751,1,2,2,275
4575751,1,2,17,50
4575751,1,2,2,18
4575751,1,2,19,33
4575751,1,2,2,153
4575751,1,2,17,14
4575751,1,2,16,113
4575751,1,2,2,209
4575751,1,2,19,92
4575751,1,2,2,379
4575751,2,1,2,1439
4575751,2,2,2,1439
4575752,1,1,2,5
4575752,1,1,13,195
4575752,1,1,17,15
4575752,1,1,13,88
4575752,1,1,17,55
4575752,1,1,13,90
4575752,1,1,2,27
4575752,1,1,13,60
4575752,1,1,2,45
4575752,1,1,21,258
4575752,1,1,2,439
4575752,1,2,2,450
4575752,1,2,13,315
4575752,1,2,2,35
4575752,1,2,17,110
4575752,1,2,2,399
4575752,2,1,2,5
4575752,2,1,13,195
4575752,2,1,17,15
4575752,2,1,13,88
4575752,2,1,17,55
4575752,2,1,13,90
4575752,2,1,2,27
4575752,2,1,13,120
4575752,2,1,21,258
4575752,2,1,2,439
4575752,2,2,2,450
4575752,2,2,13,315
4575752,2,2,2,35
4575752,2,2,17,110
4575752,2,2,2,399
4575752,3,1,2,430
4575752,3,1,11,240
4575752,3,1,2,320
4575752,3,1,21,240
4575752,3,1,2,9
4575752,3,2,2,660
4575752,3,2,21,430
4575752,3,2,2,99
4575758,1,1,2,570
4575758,1,1,20,140
4575758,1,1,2,709
4575758,1,2,2,370
4575758,1,2,15,9
4575758,1,2,13,55
4575758,1,2,2,200
4575758,1,2,13,40
4575758,1,2,2,215
4575758,1,2,13,5
4575758,1,2,2,473
4575758,2,1,2,1439
4575758,2,2,2,1439
4575790,1,1,2,486
4575790,1,1,13,218
4575790,1,1,2,681
4575790,1,2,2,480
4575790,1,2,21,247
4575790,1,2,2,175
4575790,1,2,20,125
4575790,1,2,2,349
4575801,1,1,2,1439
4575801,1,2,2,1439
4575801,2,1,2,1439
4575801,2,2,2,1439
4575939,1,1,2,535
4575939,1,1,8,10
4575939,1,1,12,6
4575939,1,1,2,305
4575939,1,1,9,42
4575939,1,1,2,496
4575939,2,1,2,241
4575939,2,1,3,277
4575939,2,1,20,30
4575939,2,1,3,250
4575939,2,1,2,474
4575939,3,1,2,535
4575939,3,1,21,387
4575939,3,1,2,496
4575939,4,1,2,535
4575939,4,1,21,387
4575939,4,1,2,496
4575939,5,1,2,535
4575939,5,1,8,10
4575939,5,1,12,6
4575939,5,1,2,305
4575939,5,1,9,42
4575939,5,1,2,496
4575988,1,1,2,660
4575988,1,1,13,30
4575988,1,1,13,5
4575988,1,1,2,725
4576028,1,1,2,360
4576028,1,1,3,389
4576028,1,1,15,20
4576028,1,1,2,644
4576028,2,1,2,225
4576028,2,1,7,25
4576028,2,1,3,480
4576028,2,1,20,85
4576028,2,1,17,5
4576028,2,1,17,15
4576028,2,1,2,379
4576029,1,1,2,630
4576029,1,1,13,9
4576029,1,1,13,30
4576029,1,1,21,10
4576029,1,1,17,30
4576029,1,1,2,679
4576029,2,1,2,240
4576029,2,1,17,5
4576029,2,1,3,630
4576029,2,1,2,464
4576039,1,1,2,540
4576039,1,1,18,869
4576063,1,1,2,506
4576063,1,1,3,265
4576063,1,1,2,640
4576063,1,2,2,324
4576063,1,2,19,6
4576063,1,2,3,220
4576063,1,2,8,1
4576063,1,2,2,158
4576063,1,2,19,82
4576063,1,2,2,560
4576216,1,1,2,265
4576216,1,1,3,362
4576216,1,1,12,13
4576216,1,1,2,20
4576216,1,1,17,7
4576216,1,1,21,166
4576216,1,1,2,366
4576272,1,1,2,145
4576272,1,1,13,1
4576272,1,1,3,660
4576272,1,1,2,569
4576272,2,1,2,270
4576272,2,1,3,420
4576272,2,1,2,45
4576272,2,1,13,10
4576272,2,1,2,624
4576272,3,1,2,165
4576272,3,1,9,1
4576272,3,1,3,515
4576272,3,1,8,40
4576272,3,1,16,10
4576272,3,1,2,539
4576272,4,1,2,283
4576272,4,1,5,200
4576272,4,1,2,21
4576272,4,1,17,19
4576272,4,1,2,155
4576272,4,1,3,480
4576272,4,1,2,234
4576311,1,1,2,311
4576311,1,1,24,70
4576311,1,1,18,87
4576311,1,1,2,102
4576311,1,1,15,19
4576311,1,1,15,32
4576311,1,1,15,18
4576311,1,1,13,30
4576311,1,1,13,59
4576311,1,1,13,60
4576311,1,1,2,579
4576312,1,1,2,280
4576312,1,1,3,612
4576312,1,1,2,524
4576312,2,1,2,345
4576312,2,1,3,480
4576312,2,1,2,464
4576312,3,1,2,420
4576312,3,1,17,10
4576312,3,1,3,120
4576312,3,1,17,6
4576312,3,1,3,230
4576312,3,1,11,265
4576312,3,1,2,349
4576312,4,1,21,340
4576312,4,1,12,10
4576312,4,1,16,320
4576312,4,1,7,10
4576312,4,1,16,510
4576312,4,1,2,169
4576312,5,1,2,1439
4576312,6,1,2,1439
4576330,1,1,2,90
4576330,1,1,20,64
4576330,1,1,12,10
4576330,1,1,2,105
4576330,1,1,3,529
4576330,1,1,2,539
4576330,2,1,2,495
4576330,2,1,20,100
4576330,2,1,2,73
4576330,2,1,20,85
4576330,2,1,14,16
4576330,2,1,2,589
4576330,3,1,2,495
4576330,3,1,20,100
4576330,3,1,2,73
4576330,3,1,20,85
4576330,3,1,14,16
4576330,3,1,2,589
4576330,4,1,2,495
4576330,4,1,20,100
4576330,4,1,2,73
4576330,4,1,20,85
4576330,4,1,14,16
4576330,4,1,2,589
4576383,1,1,2,290
4576383,1,1,3,430
4576383,1,1,2,569
4576383,1,2,2,290
4576383,1,2,3,430
4576383,1,2,2,569
4576383,2,1,2,280
4576383,2,1,8,18
4576383,2,1,11,62
4576383,2,1,3,127
4576383,2,1,11,167
4576383,2,1,3,165
4576383,2,1,2,496
4576383,2,2,2,304
4576383,2,2,15,1
4576383,2,2,3,182
4576383,2,2,11,192
4576383,2,2,2,584
4576383,3,1,2,350
4576383,3,1,5,170
4576383,3,1,2,899
4576383,3,2,2,600
4576383,3,2,21,255
4576383,3,2,2,489
4576383,4,1,2,350
4576383,4,1,8,3
4576383,4,1,2,146
4576383,4,1,9,1
4576383,4,1,2,899
4576383,4,2,2,600
4576383,4,2,21,255
4576383,4,2,2,489
4576387,1,1,2,480
4576387,1,1,15,30
4576387,1,1,20,40
4576387,1,1,2,759
4576387,2,1,2,1439
4576408,1,1,2,600
4576408,1,1,13,30
4576408,1,1,15,6
4576408,1,1,2,734
4576408,1,2,2,720
4576408,1,2,16,40
4576408,1,2,2,634
4576408,2,1,2,240
4576408,2,1,3,635
4576408,2,1,2,135
4576408,2,1,8,1
4576408,2,1,2,369
4576408,2,2,2,240
4576408,2,2,3,770
4576408,2,2,2,1
4576408,2,2,8,1
4576408,2,2,2,368
4576408,3,1,2,1065
4576408,3,1,3,372
4576408,3,2,3,270
4576408,3,2,2,794
4576408,3,2,3,371
4576408,4,1,2,285
4576408,4,1,5,475
4576408,4,1,2,639
4576408,4,2,2,285
4576408,4,2,5,475
4576408,4,2,2,639
4576408,5,1,2,305
4576408,5,1,5,385
4576408,5,1,2,719
4576408,5,2,2,305
4576408,5,2,5,385
4576408,5,2,2,719
4576480,1,1,2,290
4576480,1,1,3,570
4576480,1,1,2,504
4576480,2,1,2,320
4576480,2,1,11,75
4576480,2,1,2,929
4576513,1,1,2,473
4576513,1,1,13,97
4576513,1,1,13,44
4576513,1,1,13,10
4576513,1,1,2,775
4576624,1,1,2,230
4576624,1,1,17,30
4576624,1,1,2,250
4576624,1,1,17,60
4576624,1,1,2,20
4576624,1,1,13,25
4576624,1,1,2,165
4576624,1,1,17,45
4576624,1,1,2,534
4576635,1,1,2,390
4576635,1,1,11,460
4576635,1,1,2,549
4576673,1,1,2,251
4576673,1,1,7,15
4576673,1,1,7,4
4576673,1,1,3,15
4576673,1,1,17,7
4576673,1,1,3,174
4576673,1,1,17,15
4576673,1,1,3,290
4576673,1,1,7,10
4576673,1,1,7,8
4576673,1,1,7,6
4576673,1,1,2,494
4576740,1,1,2,300
4576740,1,1,8,1
4576740,1,1,2,510
4576740,1,1,9,1
4576740,1,1,8,1
4576740,1,1,2,290
4576740,1,1,9,1
4576740,1,1,2,239
4576740,1,2,2,300
4576740,1,2,8,1
4576740,1,2,2,510
4576740,1,2,9,1
4576740,1,2,8,1
4576740,1,2,2,290
4576740,1,2,9,1
4576740,1,2,2,239
4576740,2,1,2,300
4576740,2,1,3,541
4576740,2,1,8,1
4576740,2,1,2,559
4576740,2,2,2,300
4576740,2,2,3,541
4576740,2,2,8,1
4576740,2,2,2,559
4576740,3,1,2,165
4576740,3,1,3,300
4576740,3,1,2,914
4576740,3,2,2,165
4576740,3,2,3,420
4576740,3,2,2,794
4576740,4,1,2,840
4576740,4,1,9,1
4576740,4,1,5,321
4576740,4,1,2,239
4576740,4,2,2,840
4576740,4,2,9,1
4576740,4,2,5,321
4576740,4,2,2,239
4576742,1,1,3,250
4576742,1,1,2,447
4576742,1,1,21,193
4576742,1,1,2,239
4576742,1,1,3,238
4576742,1,2,3,247
4576742,1,2,2,910
4576742,1,2,3,252
4576742,2,1,2,610
4576742,2,1,21,320
4576742,2,1,2,20
4576742,2,1,21,275
4576742,2,1,2,144
4576742,2,2,2,1439
4576742,3,1,2,195
4576742,3,1,3,510
4576742,3,1,2,90
4576742,3,1,17,85
4576742,3,1,2,474
4576742,3,2,2,195
4576742,3,2,3,505
4576742,3,2,2,692
4576822,1,1,2,1439
4576822,1,2,2,410
4576822,1,2,19,55
4576822,1,2,2,929
4576822,2,1,3,180
4576822,2,1,2,870
4576822,2,1,3,329
4576822,2,2,3,180
4576822,2,2,2,510
4576822,2,2,20,85
4576822,2,2,2,624
4576822,3,1,2,270
4576822,3,1,5,405
4576822,3,1,2,734
4576822,3,2,2,720
4576822,3,2,20,85
4576822,3,2,2,624
4576822,4,1,2,270
4576822,4,1,5,405
4576822,4,1,2,734
4576822,4,2,2,720
4576822,4,2,20,85
4576822,4,2,2,624
4576870,1,1,2,135
4576870,1,1,17,60
4576870,1,1,3,525
4576870,1,1,2,484
4576880,1,1,2,225
4576880,1,1,3,450
4576880,1,1,2,479
4576880,1,2,2,600
4576880,1,2,7,90
4576880,1,2,14,130
4576880,1,2,2,359
4576880,2,1,2,540
4576880,2,1,3,360
4576880,2,1,2,449
4576880,2,2,2,540
4576880,2,2,3,360
4576880,2,2,2,449
4576880,3,1,2,225
4576880,3,1,5,450
4576880,3,1,2,479
4576880,3,2,2,600
4576880,3,2,7,90
4576880,3,2,14,130
4576880,3,2,2,359
4577050,1,1,2,150
4577050,1,1,12,10
4577050,1,1,16,390
4577050,1,1,2,539
4577050,2,1,2,420
4577050,2,1,13,40
4577050,2,1,2,40
4577050,2,1,20,65
4577050,2,1,2,839
4577050,3,1,2,270
4577050,3,1,5,360
4577050,3,1,2,749
4577050,4,1,2,270
4577050,4,1,5,360
4577050,4,1,2,749
4577142,1,1,2,1439
4577142,1,2,2,1439
4577174,1,1,2,260
4577174,1,1,14,75
4577174,1,1,21,55
4577174,1,1,14,30
4577174,1,1,14,20
4577174,1,1,21,65
4577174,1,1,21,570
4577174,1,1,21,10
4577174,1,1,2,199
4577174,1,2,2,410
4577174,1,2,21,30
4577174,1,2,17,45
4577174,1,2,14,45
4577174,1,2,14,150
4577174,1,2,14,175
4577174,1,2,21,55
4577174,1,2,21,60
4577174,1,2,21,105
4577174,1,2,2,249
4577243,1,1,2,310
4577243,1,1,3,527
4577243,1,1,18,30
4577243,1,1,12,5
4577243,1,1,17,10
4577243,1,1,2,494
4577255,1,1,2,323
4577255,1,1,3,496
4577255,1,1,2,550
4577255,1,2,2,325
4577255,1,2,12,15
4577255,1,2,12,13
4577255,1,2,13,37
4577255,1,2,2,1016
4577255,2,1,2,265
4577255,2,1,3,500
4577255,2,1,15,5
4577255,2,1,2,619
4577255,2,2,2,265
4577255,2,2,3,261
4577255,2,2,2,859
4577315,1,1,2,1439
4577315,2,1,2,550
4577315,2,1,20,268
4577315,2,1,2,597
4577356,1,1,2,1439
4577371,1,1,2,605
4577371,1,1,13,6
4577371,1,1,16,310
4577371,1,1,2,434
4577394,1,1,2,215
4577394,1,1,12,5
4577394,1,1,3,540
4577394,1,1,2,30
4577394,1,1,17,10
4577394,1,1,7,2
4577394,1,1,20,185
4577394,1,1,7,1
4577394,1,1,8,1
4577394,1,1,2,209
4577394,2,1,2,165
4577394,2,1,7,10
4577394,2,1,3,515
4577394,2,1,7,5
4577394,2,1,2,20
4577394,2,1,17,10
4577394,2,1,7,2
4577394,2,1,20,185
4577394,2,1,7,1
4577394,2,1,8,1
4577394,2,1,2,209
4577419,1,1,2,210
4577419,1,1,7,8
4577419,1,1,3,510
4577419,1,1,7,1
4577419,1,1,2,554
4577419,2,1,2,210
4577419,2,1,3,540
4577419,2,1,2,539
4577480,1,1,2,570
4577480,1,1,16,255
4577480,1,1,17,85
4577480,1,1,16,175
4577480,1,1,2,304
4577480,1,2,2,1439
4577480,2,1,2,570
4577480,2,1,16,255
4577480,2,1,17,85
4577480,2,1,16,175
4577480,2,1,2,304
4577480,2,2,2,390
4577480,2,2,3,405
4577480,2,2,2,614
4577683,1,1,2,270
4577683,1,1,3,555
4577683,1,1,17,10
4577683,1,1,2,529
4577739,1,1,2,410
4577739,1,1,15,13
4577739,1,1,19,210
4577739,1,1,13,28
4577739,1,1,15,5
4577739,1,1,2,747
4577870,1,1,2,340
4577870,1,1,18,80
4577870,1,1,17,25
4577870,1,1,2,909
4578357,1,1,2,210
4578357,1,1,20,45
4578357,1,1,2,95
4578357,1,1,8,15
4578357,1,1,2,210
4578357,1,1,9,5
4578357,1,1,17,60
4578357,1,1,2,704
4578357,2,1,2,380
4578357,2,1,18,260
4578357,2,1,17,60
4578357,2,1,2,704
4578382,1,1,21,1439
4578382,2,1,2,214
4578382,2,1,3,517
4578382,2,1,2,529
4578427,1,1,2,532
4578427,1,1,3,165
4578427,1,1,2,259
4578427,1,1,13,75
4578427,1,1,2,380
4578427,2,1,2,240
4578427,2,1,3,530
4578427,2,1,5,205
4578427,2,1,2,239
4578427,3,1,2,532
4578427,3,1,5,165
4578427,3,1,2,259
4578427,3,1,13,75
4578427,3,1,2,380
4578427,4,1,2,969
4578427,4,1,13,75
4578427,4,1,2,380
4578556,1,1,2,384
4578556,1,1,19,228
4578556,1,1,2,237
4578556,1,1,8,1
4578556,1,1,2,562
4578556,1,2,2,395
4578556,1,2,14,5
4578556,1,2,13,3
4578556,1,2,14,10
4578556,1,2,2,80
4578556,1,2,8,1
4578556,1,2,2,152
4578556,1,2,9,1
4578556,1,2,2,60
4578556,1,2,20,54
4578556,1,2,2,107
4578556,1,2,13,51
4578556,1,2,2,384
4578556,2,1,2,450
4578556,2,1,19,161
4578556,2,1,2,357
4578556,2,1,20,8
4578556,2,1,17,18
4578556,2,1,2,420
4578556,2,2,2,204
4578556,2,2,3,530
4578556,2,2,2,100
4578556,2,2,20,61
4578556,2,2,2,479
4578556,3,1,2,450
4578556,3,1,19,6
4578556,3,1,2,12
4578556,3,1,21,269
4578556,3,1,2,14
4578556,3,1,21,44
4578556,3,1,2,478
4578556,3,2,2,510
4578556,3,2,20,172
4578556,3,2,2,741
4578556,4,1,2,450
4578556,4,1,19,161
4578556,4,1,2,12
4578556,4,1,21,269
4578556,4,1,2,14
4578556,4,1,21,44
4578556,4,1,2,478
4578556,4,2,2,510
4578556,4,2,20,172
4578556,4,2,2,60
4578556,4,2,16,54
4578556,4,2,2,10
4578556,4,2,20,61
4578556,4,2,2,479
4578556,5,1,2,384
4578556,5,1,19,228
4578556,5,1,2,237
4578556,5,1,20,126
4578556,5,1,17,18
4578556,5,1,2,420
4578556,5,2,2,510
4578556,5,2,20,172
4578556,5,2,2,60
4578556,5,2,16,54
4578556,5,2,2,107
4578556,5,2,14,51
4578556,5,2,2,384
4578619,1,1,2,120
4578619,1,1,8,2
4578619,1,1,3,540
4578619,1,1,2,75
4578619,1,1,9,2
4578619,1,1,2,509
4578619,2,1,2,120
4578619,2,1,3,720
4578619,2,1,2,509
4578619,3,1,2,1439
4578623,1,1,2,240
4578623,1,1,3,510
4578623,1,1,2,509
4578626,1,1,2,210
4578626,1,1,3,510
4578626,1,1,2,659
4578626,2,1,2,300
4578626,2,1,8,1
4578626,2,1,8,2
4578626,2,1,2,435
4578626,2,1,3,525
4578626,2,1,2,134
4578626,3,1,2,300
4578626,3,1,5,415
4578626,3,1,2,714
4578626,4,1,2,300
4578626,4,1,8,1
4578626,4,1,5,397
4578626,4,1,2,727
4578626,5,1,2,1439
4578634,1,1,2,435
4578634,1,1,13,20
4578634,1,1,2,964
4578634,2,1,2,1439
4578644,1,1,2,248
4578644,1,1,3,496
4578644,1,1,2,69
4578644,1,1,13,229
4578644,1,1,2,259
4578644,2,1,1,596
4578644,2,1,13,36
4578644,2,1,1,258
4578644,2,1,13,229
4578644,2,1,2,259
4578653,1,1,2,320
4578653,1,1,4,5
4578653,1,1,2,155
4578653,1,1,4,10
4578653,1,1,2,929
4578653,2,1,2,1439
4578653,3,1,2,320
4578653,3,1,5,180
4578653,3,1,2,929
4578653,4,1,2,490
4578653,4,1,9,10
4578653,4,1,2,929
4579244,1,1,2,360
4579244,1,1,16,195
4579244,1,1,2,779
4579244,1,2,2,360
4579244,1,2,16,270
4579244,1,2,2,759
4579254,1,1,2,420
4579254,1,1,13,22
4579254,1,1,2,92
4579254,1,1,13,10
4579254,1,1,2,883
4579254,1,2,2,480
4579254,1,2,14,60
4579254,1,2,2,859
4579254,2,1,2,420
4579254,2,1,13,22
4579254,2,1,2,989
4579254,2,2,2,1439
4579254,3,1,2,1439
4579254,3,2,2,1439
4579264,1,1,2,660
4579264,1,1,20,45
4579264,1,1,13,10
4579264,1,1,2,694
4579264,1,2,2,480
4579264,1,2,20,75
4579264,1,2,2,1
4579264,1,2,17,75
4579264,1,2,13,18
4579264,1,2,2,75
4579264,1,2,3,360
4579264,1,2,2,224
4579264,2,1,2,660
4579264,2,1,20,45
4579264,2,1,13,10
4579264,2,1,2,694
4579264,2,2,2,480
4579264,2,2,20,75
4579264,2,2,2,1
4579264,2,2,17,75
4579264,2,2,13,18
4579264,2,2,2,689
4579264,3,1,2,1439
4579264,3,2,2,480
4579264,3,2,20,75
4579264,3,2,2,1
4579264,3,2,17,75
4579264,3,2,13,18
4579264,3,2,2,40
4579264,3,2,20,150
4579264,3,2,2,459
4579264,4,1,2,1439
4579264,4,2,2,480
4579264,4,2,20,75
4579264,4,2,2,1
4579264,4,2,17,75
4579264,4,2,13,18
4579264,4,2,2,689
4579264,5,1,2,1439
4579264,5,2,2,480
4579264,5,2,20,75
4579264,5,2,2,1
4579264,5,2,17,75
4579264,5,2,13,18
4579264,5,2,2,689
4579269,1,1,2,405
4579269,1,1,18,17
4579269,1,1,10,9
4579269,1,1,16,5
4579269,1,1,16,8
4579269,1,1,13,33
4579269,1,1,2,29
4579269,1,1,15,6
4579269,1,1,2,13
4579269,1,1,18,73
4579269,1,1,2,150
4579269,1,1,17,29
4579269,1,1,2,45
4579269,1,1,19,65
4579269,1,1,2,421
4579269,1,2,2,535
4579269,1,2,16,10
4579269,1,2,2,110
4579269,1,2,15,3
4579269,1,2,14,14
4579269,1,2,13,37
4579269,1,2,2,106
4579269,1,2,17,12
4579269,1,2,2,539
4579269,2,1,2,405
4579269,2,1,18,31
4579269,2,1,13,8
4579269,2,1,16,5
4579269,2,1,16,8
4579269,2,1,13,33
4579269,2,1,2,61
4579269,2,1,18,73
4579269,2,1,2,735
4579269,2,2,2,1439
4579438,1,1,2,270
4579438,1,1,3,515
4579438,1,1,2,594
4579438,2,1,2,273
4579438,2,1,3,529
4579438,2,1,2,588
4579498,1,1,2,240
4579498,1,1,20,30
4579498,1,1,21,15
4579498,1,1,2,100
4579498,1,1,16,100
4579498,1,1,17,20
4579498,1,1,16,93
4579498,1,1,11,45
4579498,1,1,2,524
4579498,2,1,2,420
4579498,2,1,16,100
4579498,2,1,17,20
4579498,2,1,16,93
4579498,2,1,11,45
4579498,2,1,2,524
4579524,1,1,2,150
4579524,1,1,3,350
4579524,1,1,2,919
4579634,1,1,2,315
4579634,1,1,3,425
4579634,1,1,2,10
4579634,1,1,12,8
4579634,1,1,15,2
4579634,1,1,2,644
4579646,1,1,2,570
4579646,1,1,9,1
4579646,1,1,15,1
4579646,1,1,17,80
4579646,1,1,13,155
4579646,1,1,8,1
4579646,1,1,2,559
4579689,1,1,2,590
4579689,1,1,13,60
4579689,1,1,13,60
4579689,1,1,2,699
4579693,1,1,2,480
4579693,1,1,4,105
4579693,1,1,2,315
4579693,1,1,4,105
4579693,1,1,2,374
4579706,1,1,2,538
4579706,1,1,15,23
4579706,1,1,15,4
4579706,1,1,13,20
4579706,1,1,13,36
4579706,1,1,15,12
4579706,1,1,2,759
4579706,2,1,2,1439
4579711,1,1,2,85
4579711,1,1,13,13
4579711,1,1,2,72
4579711,1,1,3,465
4579711,1,1,17,4
4579711,1,1,2,691
4579725,1,1,2,780
4579725,1,1,13,30
4579725,1,1,2,604
4579789,1,1,2,300
4579789,1,1,3,285
4579789,1,1,21,25
4579789,1,1,2,270
4579789,1,1,3,240
4579789,1,1,2,224
4579789,1,2,2,375
4579789,1,2,3,215
4579789,1,2,11,80
4579789,1,2,2,130
4579789,1,2,20,120
4579789,1,2,2,469
4579789,2,1,2,240
4579789,2,1,3,575
4579789,2,1,2,509
4579789,2,2,2,240
4579789,2,2,3,580
4579789,2,2,2,509
4579789,3,1,2,271
4579789,3,1,5,400
4579789,3,1,2,738
4579789,3,2,2,271
4579789,3,2,5,400
4579789,3,2,2,119
4579789,3,2,20,120
4579789,3,2,2,469
4579789,4,1,2,271
4579789,4,1,5,400
4579789,4,1,2,738
4579789,4,2,2,271
4579789,4,2,5,400
4579789,4,2,2,119
4579789,4,2,20,120
4579789,4,2,2,469
4579793,1,1,2,270
4579793,1,1,3,423
4579793,1,1,2,37
4579793,1,1,17,69
4579793,1,1,2,426
4579793,1,2,2,550
4579793,1,2,21,265
4579793,1,2,2,90
4579793,1,2,15,2
4579793,1,2,13,25
4579793,1,2,13,35
4579793,1,2,2,377
4579793,2,1,2,285
4579793,2,1,3,488
4579793,2,1,2,143
4579793,2,1,17,69
4579793,2,1,2,426
